ship_postal_code,ship_country,ship_state,ship_city
671322,IN,MADHYA PRADESH,INDORE
690548,IN,Gujarat,CHANGODAR GIDC
302011,IN,RAJASTHAN,Jodhpur
416012,IN,KERALA,KADUNGALLOOR
760008,IN,MAHARASHTRA,VADA
713201,IN,WEST BENGAL,KOLKATA
517590,IN,UTTARAKHAND,GOPESHWAR
502300,IN,MAHARASHTRA,MEHKAR
415003,IN,TELANGANA,HYDERABAD
577601,IN,KERALA,ALA
683562,IN,ODISHA,RAJGANGPUR
462066,IN,TELANGANA,HYDERABAD
686664,IN,RAJASTHAN,SAWAI MADHOPUR
387130,IN,ODISHA,CUTTACK
125076,IN,KERALA,Venganoor
689582,IN,TAMIL NADU,Chennai
431203,IN,PUDUCHERRY,KARAIKAL
494335,IN,PUNJAB,MOHALI
560023,IN,WEST BENGAL,KHARDAHA
486889,IN,DELHI,South east delhi
591124,IN,ANDHRA PRADESH,NELLORE
147001,IN,UTTAR PRADESH,RAMPUR
506011,IN,WEST BENGAL,KOLKATA
673106,IN,KERALA,Kottayam
785667,IN,delhi,shahdara
691005,IN,TAMIL NADU,MADURAI
524126,IN,MAHARASHTRA,Dombivli (WEST)
691531,IN,UTTAR PRADESH,VARANASI
465441,IN,TAMIL NADU,CHENKALPATTU
491881,IN,ANDHRA PRADESH,Madhurawada
441904,IN,UTTAR PRADESH,AGRA
532459,IN,TAMIL NADU,CHENNAI
341505,IN,MANIPUR,IMPHAL
642110,IN,MAHARASHTRA,Thane
207001,IN,ANDHRA PRADESH,GURZALA
781019,IN,UTTAR PRADESH,PRAYAGRAJ
440032,IN,TAMIL NADU,TIRUVANNAMALAI
509209,IN,KERALA,ALAPPUZHA
180020,IN,UTTAR PRADESH,ROBERTSGANJ SONBHADRA
327608,IN,MAHARASHTRA,mumbai-400 062
575016,IN,BIHAR,KATIHAR
686662,IN,RAJASTHAN,AHORE
504106,IN,Gujarat,DAHEJ SIR
760006,IN,MADHYA PRADESH,KHAJURAHO
508204,IN,Gujarat,Surat
751016,IN,ANDHRA PRADESH,AMALAPURAM
641104,IN,KARNATAKA,MADIKERI
678622,IN,Gujarat,NADIAD
574122,IN,UTTAR PRADESH,KANPUR
686632,IN,ANDHRA PRADESH,PONDURA
411002,IN,UTTAR PRADESH,HARDOI
825301,IN,MAHARASHTRA,NAGOTHANA
676541,IN,HARYANA,ELLENABAD
143416,IN,KERALA,THIRUVALLA
641032,IN,KERALA,"Thrippunithura , Kochi"
125133,IN,TAMIL NADU,VELLORE
678013,IN,ANDHRA PRADESH,VIJAYAWADA
132001,IN,PUNJAB,Gurdaspur
577005,IN,RAJASTHAN,SURATGARH
173205,IN,PUDUCHERRY,PUDUCHERRY
143107,IN,KERALA,MULAMTHURUTHY
452004,IN,TAMIL NADU,Tindivanam
560057,IN,TELANGANA,SECUNDERABAD
581402,IN,WEST BENGAL,DIAMOND HARBOUR
410501,IN,ANDAMAN & NICOBAR ,Portblair
580025,IN,CHHATTISGARH,BALODA BAZAR
494776,IN,Gujarat,RAJKOT
741126,IN,PUNJAB,Ropar
563118,IN,KERALA,KOZHIKODE
683104,IN,RAJASTHAN,BALOTRA
226006,IN,KERALA,THIRUVANANTHAPURAM
600015,IN,TAMIL NADU,CHENNAI
464551,IN,KARNATAKA,Kadaba
530043,IN,TAMIL NADU,TIRUPPUR
208003,IN,UTTAR PRADESH,AGRA
180011,IN,KARNATAKA,DHARWAD
502313,IN,CHHATTISGARH,BHILAI charoda   Dist-durg
141115,IN,PUNJAB,GOINDWAL
248171,IN,MAHARASHTRA,VIRAR
230403,IN,KERALA,NANMANDA
713206,IN,CHHATTISGARH,BALRAMPUR
852122,IN,ANDHRA PRADESH,ELURU
791119,IN,HARYANA,faridabad
627812,IN,TAMIL NADU,MATHIGIRI
431601,IN,ANDHRA PRADESH,THATIPAKA
522005,IN,UTTAR PRADESH,FAIZABAD
621211,IN,TELANGANA,HYDERABAD
797113,IN,KERALA,Kottayam
535501,IN,MAHARASHTRA,MUMBAI
743503,IN,KARNATAKA,BENGALURU
331022,IN,ODISHA,BUNDIA
304001,IN,MAHARASHTRA,OZAR
275101,IN,KARNATAKA,MYSURU
781026,IN,MAHARASHTRA,MALWAN
577132,IN,KERALA,"Tripunithura, Kochi"
673007,IN,TAMIL NADU,"Nannilam, Tiruvarur"
795004,IN,KERALA,CHENDAMANGALAM
686575,IN,ASSAM,DIPHU
441108,IN,MAHARASHTRA,NASHIK
151203,IN,KARNATAKA,BELLARY
695317,IN,ODISHA,PATTAMUNDAI
680007,IN,Gujarat,AHMEDABAD
636004,IN,KERALA,PALAKKAD
683556,IN,WEST BENGAL,TUFANGANJ
629202,IN,CHHATTISGARH,Jagdalpur
638506,IN,MEGHALAYA,SHILLONG
400043,IN,MAHARASHTRA,RAIGAD
384001,IN,KERALA,Kottayam
465447,IN,UTTAR PRADESH,Pakwara
144205,IN,WEST BENGAL,BARASAT
208008,IN,ODISHA,CUTTACK
203394,IN,TAMIL NADU,SALEM
500073,IN,KERALA,Kakkanad
246761,IN,BIHAR,SAMASTIPUR
632007,IN,WEST BENGAL,Uluberia
826005,IN,JHARKHAND,JAMSHEDPUR
400003,IN,ANDHRA PRADESH,CHITTOOR
813221,IN,KARNATAKA,Bengaluru
590003,IN,ANDHRA PRADESH,GUNTUR
793014,IN,MAHARASHTRA,MUMBAI
682028,IN,WEST BENGAL,Kolkata
500067,IN,HIMACHAL PRADESH,SUNDARNAGAR
843334,IN,TAMIL NADU,TIRUPPUR
721152,IN,KERALA,NILAMBUR
638183,IN,KERALA,KOZHIKODE
600026,IN,TAMIL NADU,CHENNAI
852106,IN,HIMACHAL PRADESH,NADAUN
226007,IN,TAMIL NADU,KODAVASAL
752002,IN,DELHI,NEW DELHI
431602,IN,TAMIL NADU,CHENNAI
800012,IN,WEST BENGAL,MIRIK
721127,IN,MAHARASHTRA,MUMBAI
533307,IN,WEST BENGAL,RANAGHAT
302022,IN,Gujarat,SURAT
415304,IN,TAMIL NADU,KANNIYAKUMARI DISTRICT
362002,IN,HARYANA,SAMALKHA
500069,IN,ANDHRA PRADESH,VISAKHAPATNAM
423109,IN,Gujarat,UMBERGAON
521105,IN,TAMIL NADU,NEYVELI
400023,IN,Gujarat,DOHAD
682041,IN,UTTARAKHAND,KALADHUNGI
249193,IN,TELANGANA,MANCHERIAL
505214,IN,WEST BENGAL,BARASAT
629163,IN,TAMIL NADU,CHENNAI
412205,IN,ANDHRA PRADESH,Guntur
171006,IN,KARNATAKA,BENGALURU
686021,IN,UTTAR PRADESH,NAGINA
641010,IN,RAJASTHAN,PILANI
416005,IN,KARNATAKA,Bengaluru
403716,IN,TELANGANA,HYDERABAD
524314,IN,HARYANA,GURUGRAM
515865,IN,MAHARASHTRA,PIMPRI CHINCHWAD
641028,IN,UTTAR PRADESH,BAGHPAT
534101,IN,KARNATAKA,HUBBALLI
628501,IN,TAMIL NADU,GUDIYATHAM
465683,IN,JAMMU & KASHMIR,JAMMU
522501,IN,WEST BENGAL,BIDHAN NAGAR
502125,IN,ANDHRA PRADESH,VUYYURU
622002,IN,RAJASTHAN,Jaipur
695003,IN,TAMIL NADU,ATTUR
680586,IN,UTTARAKHAND,KALADHUNGI
221101,IN,UTTAR PRADESH,Pratapgarh
685584,IN,Gujarat,JUNAGADH
781012,IN,MAHARASHTRA,NAGPUR
535591,IN,WEST BENGAL,LABHPUR
800025,IN,ANDHRA PRADESH,VISAKHAPATNAM
682039,IN,Gujarat,NASVADI chhotaudepur
680002,IN,UTTAR PRADESH,HATA
695502,IN,DELHI,NEW DELHI
190010,IN,TAMIL NADU,tirupur
574241,IN,KARNATAKA,KRISHNARAJANAGARA
577233,IN,DELHI,NEW DELHI
797115,IN,ASSAM,KALIABOR
741222,IN,TAMIL NADU,TIRUVALLUR
392012,IN,ASSAM,RANGJULI
506349,IN,HIMACHAL PRADESH,MANDI
403202,IN,Gujarat,AHMEDABAD
516434,IN,PUNJAB,PATIALA
262124,IN,KARNATAKA,sankeshwar
413006,IN,DADRA AND NAGAR,Park city
160011,IN,KERALA,CHANGANACHERRY
462047,IN,HIMACHAL PRADESH,Hamirpur
713127,IN,MAHARASHTRA,Dist. Ratnagiri. ( mob. no. 9860115770 )
680505,IN,GOA,CANDOLIM
582114,IN,JHARKHAND,JAMSHEDPUR
759039,IN,MAHARASHTRA,SHRIRAMPUR
229305,IN,JHARKHAND,DALTONGANJ
609111,IN,KERALA,PALAKKAD
689547,IN,KERALA,koyilandy
221108,IN,GOA,CALANGUTE
679554,IN,KERALA,Calicut
632004,IN,MADHYA PRADESH,MANDSAUR
700068,IN,MADHYA PRADESH,GWALIOR
629171,IN,ODISHA,SUNDARGARH
713202,IN,KARNATAKA,BENGALURU
520001,IN,UTTAR PRADESH,Roshnabad
788005,IN,Gujarat,NAVSARI
742103,IN,MADHYA PRADESH,GWALIOR
712404,IN,WEST BENGAL,SILIGURI
522020,IN,Gujarat,AHMEDABAD
175016,IN,ASSAM,DIBRUGARH
679101,IN,TAMIL NADU,PUDUKKOTTAI
671315,IN,ANDHRA PRADESH,JAGGAIAHPET
680683,IN,KERALA,CHERUKAVU
782003,IN,TELANGANA,BHAINSA
192231,IN,MAHARASHTRA,JALGAON
642113,IN,PUNJAB,JALANDHAR
142027,IN,CHANDIGARH,CHANDIGARH
302016,IN,HARYANA,FARIDABAD
345021,IN,UTTARAKHAND,SRINAGAR
331507,IN,BIHAR,GAYA
471001,IN,MAHARASHTRA,WARDHA
700050,IN,TELANGANA,MAHABUBABAD
176302,IN,MADHYA PRADESH,CHHINDWARA
721427,IN,TAMIL NADU,Karungal
494449,IN,PUNJAB,JALANDHAR
626117,IN,KERALA,NENMENIKKARA
676305,IN,KARNATAKA,BENGALURU
686513,IN,KERALA,KALAMASSERY
639114,IN,UTTAR PRADESH,GORAKHPUR
636005,IN,BIHAR,MANER
132140,IN,UTTARAKHAND,RISHIKESH
416114,IN,HIMACHAL PRADESH,HAMIRPUR
627802,IN,ODISHA,BHUBANESWAR
743247,IN,BIHAR,VAISHALI
852130,IN,ODISHA,UMARKOTE
620003,IN,KARNATAKA,YENAGUDDE
524226,IN,DELHI,NEW DELHI
141007,IN,TELANGANA,NARAYANPET
635103,IN,KARNATAKA,KARKAL
679338,IN,MAHARASHTRA,Sangli
620006,IN,KARNATAKA,BENGALURU
670645,IN,ODISHA,BRAJARAJNAGAR
679522,IN,UTTAR PRADESH,KANPUR
400020,IN,RAJASTHAN,JAIPUR
181132,IN,ANDHRA PRADESH,PRATHIPADU
641038,IN,Gujarat,VADODARA
271002,IN,MAHARASHTRA,THANE
629154,IN,UTTAR PRADESH,PILIBHIT
533102,IN,TAMIL NADU,CHENNAI
208005,IN,KARNATAKA,HEROOR
799131,IN,ASSAM,DHEMAJI
689678,IN,UTTAR PRADESH,MUZAFFARNAGAR
795005,IN,ODISHA,BALESHWAR
364001,IN,JHARKHAND,RANCHI
396321,IN,ODISHA,SONAPUR
700015,IN,KERALA,EDAVILANGU
759015,IN,MAHARASHTRA,TUMSAR
700037,IN,MAHARASHTRA,Navi mumbai
700144,IN,TELANGANA,NIZAMABAD
641036,IN,HIMACHAL PRADESH,Nerchowk Mandi
781036,IN,UTTARAKHAND,DEHRADUN
591201,IN,UTTAR PRADESH,GHAZIPUR
413706,IN,KERALA,KOCHI
382007,IN,TAMIL NADU,VADUGAPATTI THENI DISTRICT
682007,IN,Gujarat,VADODARA
389230,IN,WEST BENGAL,Shyamnagar
303704,IN,Gujarat,ANAND
629002,IN,HARYANA,JIND
700051,IN,KARNATAKA,UDUPI
690528,IN,KARNATAKA,SRINIVASPUR
276001,IN,ODISHA,SAMBALPUR
734101,IN,GOA,BICHOLIM
641301,IN,TAMIL NADU,THIRUVALAM
403706,IN,TAMIL NADU,Coimbatore
142054,IN,KERALA,ALAPPUZHA
453555,IN,MAHARASHTRA,THANE
793018,IN,BIHAR,NARKATIAGANJ
440025,IN,BIHAR,Bhagalpur
174001,IN,UTTAR PRADESH,JALALABAD SHAHJAHANPUR DISTRICT
390025,IN,ASSAM,Katigorah
585302,IN,TAMIL NADU,COIMBATORE
122104,IN,WEST BENGAL,Nabadwip
533236,IN,MAHARASHTRA,NAGPUR
393001,IN,MAHARASHTRA,PAITHAN
700132,IN,KERALA,P. O. Cherpu
847403,IN,GOA,"Betim,  bardez"
688011,IN,UTTAR PRADESH,BAREILLY
670002,IN,KERALA,KOLLAM
685592,IN,TAMIL NADU,VELLAKOIL
629302,IN,ANDHRA PRADESH,Kurnool
533432,IN,MADHYA PRADESH,NOWROZABAD
625002,IN,TAMIL NADU,Madurai
211008,IN,WEST BENGAL,KOLKATA
678701,IN,KERALA,TALIPARAMBA
261203,IN,DELHI,NEW DELHI
571214,IN,ANDHRA PRADESH,VISAKHAPATNAM
134007,IN,ANDHRA PRADESH,CHIRALA
533435,IN,KERALA,MANJERI
125001,IN,GOA,COLVALE
415012,IN,HARYANA,GURUGRAM
713104,IN,KARNATAKA,Bangalore
632006,IN,KERALA,Pathanamthitta
641101,IN,UTTAR PRADESH,VARANASI
203131,IN,BIHAR,MADHUBANI
533211,IN,KERALA,CHERANALLUR
281003,IN,TELANGANA,Hyderabad
421605,IN,TAMIL NADU,PERIYAKULAM
695302,IN,MADHYA PRADESH,RAU
488001,IN,BIHAR,BANMANKHI BAZAR
752080,IN,MIZORAM,AIZAWL
625003,IN,MAHARASHTRA,NAGPUR
416520,IN,MANIPUR,IMPHAL
522410,IN,MAHARASHTRA,"Nigdi, Pune"
575028,IN,TAMIL NADU,RADHAPURAM
682022,IN,TAMIL NADU,TIRUVANNAMALAI
177108,IN,UTTAR PRADESH,JHANSI
442402,IN,KARNATAKA,DAVANAGERE
444908,IN,RAJASTHAN,AJMER
689126,IN,WEST BENGAL,KANDI
413710,IN,UTTARAKHAND,Dehradun
636807,IN,KARNATAKA,Tiptur
613501,IN,KARNATAKA,PANDAVAPURA
680581,IN,MADHYA PRADESH,GAROTH
688535,IN,KARNATAKA,Bangalore
474002,IN,delhi,shahdara
491559,IN,TELANGANA,RAMAGUNDAM
403107,IN,ASSAM,JORHAT
143401,IN,MAHARASHTRA,PUNE
530007,IN,KERALA,Tripunithura
321602,IN,BIHAR,NARKATIAGANJ
625218,IN,TELANGANA,HYDERABAD
452007,IN,TAMIL NADU,PUNJAIPULIAMPATTI
247775,IN,KERALA,KANDANASSERY
221004,IN,TELANGANA,HYDERABAD
110066,IN,TAMIL NADU,mangalam
425412,IN,TAMIL NADU,Tindivanam Villupuram district
686013,IN,KERALA,KOLLAM
713338,IN,WEST BENGAL,KHARAGPUR
314001,IN,WEST BENGAL,KOLKATA
700004,IN,UTTAR PRADESH,TIRWAGANJ
680571,IN,KERALA,KORATTY
243502,IN,KERALA,THIRUVANANTHAPURAM
335062,IN,KARNATAKA,GADAG BETIGERI
577112,IN,TELANGANA,METAPALLY
173208,IN,UTTAR PRADESH,PRAYAGRAJ
502220,IN,UTTAR PRADESH,Lucknow
524421,IN,PUNJAB,SUNAM
403503,IN,UTTAR PRADESH,KHERI
533401,IN,Gujarat,vadodara
281121,IN,MADHYA PRADESH,ANUPPUR
682502,IN,MAHARASHTRA,VASAI VIRAR
683575,IN,TAMIL NADU,Thottiyam
530018,IN,PUNJAB,JALANDHAR
799285,IN,MAHARASHTRA,BORLI PANCHTAN
560089,IN,TELANGANA,Karimnagar
