SKU,Style,Category,Size,Color,Inventory
JNE2270-KR-487-A-M,JNE2270,kurta,M,,0
J0308-DR-M,J0308,Western Dress,M,Multicolor,4
SET244-KR-NP-XL,SET244,Set,XL,Pink,34
SAR060,SAR060,Saree,Free,Green,40
JNE3787-KR-L,JNE3787,kurta,L,Blue,3
SET328-KR-NP-XXL,SET328,Set,XXL,Black,15
NW039-TP-SR-XL,NW039,Set,XL,Yellow,6
SET378-KR-NP-M,SET378,Set,M,Blue,3
JNE3902-KR-XL,JNE3902,kurta,XL,Pink,19
J0347-SET-L,J0347,Set,L,Black,1
SET431-KR-NP-L,SET431,Set,L,Brown,53
SET408-KR-NP-L,SET408,Set,L,Magenta,19
JNE3861-DR-M,JNE3861,Western Dress,M,Red,1
J0402-DR-L,J0402,Western Dress,L,Teal,13
SET331-KR-NP-M,SET331,Set,M,Green,229
SET279-LC-XL,SET279,Set,XL,Teal,40
SET186-KR-DH-L,SET186,Set,L,Navy Blue,13
J0344-TP-L,J0344,Top,L,Navy Blue,234
SET203-KR-DPT-XL,SET203,Set,XL,Maroon,7
JNE3691-TU-XS,JNE3691,Top,XS,Maroon,11
JNE3613-KR-L,JNE3613,kurta,L,Teal,779
JNE3431-KR-XL,JNE3431,kurta,XL,Maroon,13
JNE3579-KR-XXXL,JNE3579,kurta,3XL,Grey,4
MEN5021-KR-S,MEN5021,kurta,S,Orange,8
JNE3860-DR-L,JNE3860,Western Dress,L,Blue,8
MEN5007-KR-L,MEN5007,kurta,L,Blue,30
JNE3817-KR-L,JNE3817,kurta,L,Cream,4
J0189-TP-XL,J0189,Top,XL,Orange,12
J0400-DR-L,J0400,Western Dress,L,Sea Green,4
SET442-KR-NP-XXXL,SET442,Set,3XL,Sky Blue,43
SET316-KR-DPT-XXXL,SET316,Set,3XL,Navy Blue,9
J0248-KR-DPT-L,J0248,Set,L,Orange,0
JNE3878-KR-S,JNE3878,kurta,S,Wine,59
JNE2049-KR-351-S,JNE2049,kurta,S,Black,159
JNE3862-TU-L,JNE3862,Top,L,Maroon,3
SET196-KR-NP-M,SET196,Set,M,Red,85
SET203-KR-DPT-XXXL,SET203,Set,3XL,Maroon,8
JNE3782-KR-S,JNE3782,kurta,S,Green,105
JNE2293-KR-555-XXL,JNE2293,kurta,XXL,,0
JNE3706-DR-XXXL,JNE3706,Western Dress,3XL,Cream,2
JNE3522-KR-XXXL,JNE3522,kurta,3XL,Peach,1
SET278-KR-NP-XXXL,SET278,Set,3XL,Orange,10
SET437-KR-PP-XXXL,SET437,Set,3XL,Wine,67
J0127-SKD-XXL,J0127,Set,XXL,Multicolor,33
NW029-ST-SR-L,NW029,Set,L,Grey,7
SET186-KR-DH-K-M,SET186,Set,M,,0
J0011-LCD-S,J0011,Set,S,Pink,9
JNE3334-KR-M,JNE3334,kurta,M,Black,12
JNE3722-KR-M,JNE3722,kurta,M,Navy Blue,5
JNE3415-KR-S,JNE3415,kurta,S,Red,4
SET334-KR-NP-XXL,SET334,Set,XXL,Grey,14
JNE3465-KR-XXXL,JNE3465,kurta,3XL,Turquoise Blue,121
JNE3799-KR-XL,JNE3799,kurta,XL,Wine,8
JNE3270-KR-XXXL,JNE3270,kurta,3XL,Maroon,11
JNE3671-TU-L,JNE3671,Top,L,Pink,3
J0004-SKD-M,J0004,Set,M,Grey,61
SET268-KR-NP-XXL,SET268,Set,XXL,OFF WHITE,191
SET251-KR-PP-M,SET251,Set,M,Cream,15
JNE3720-KR-L,JNE3720,kurta,L,Navy Blue,312
J0244-SKD-S,J0244,Set,S,OFF WHITE,7
JNE3484-KR-M,JNE3484,kurta,M,Olive,32
J0431-DR-XXXL,J0431,Western Dress,3XL,Blue,52
JNE3618-KR-S,JNE3618,kurta,S,Teal,7
J0167-KR-S,J0167,kurta,S,Pink,36
DPT052,DPT052,Dupatta,Free,,0
SET361-KR-NP-XS,SET361,Set,XS,White,6
JNE3749-KR-XL,JNE3749,kurta,XL,Blue,6
JNE3879-DR-XXXL,JNE3879,Western Dress,3XL,Turquoise,5
JNE3431-KR-S,JNE3431,kurta,S,Maroon,32
J0351-SET-L,J0351,Set,L,Cream,24
J0355-KR-XL,J0355,kurta,XL,Blue,30
JNE3924-TU-M,JNE3924,Top,M,MINT,35
J0201-TP-XL,J0201,Top,XL,Teal,3
J0104-KR-XS,J0104,kurta,XS,Indigo,3
JNE3405-KR-XXXL,JNE3405,kurta,3XL,Pink,677
JNE3323-KR-A-L,JNE3323,kurta,L,,0
BTM029-NP-M,BTM029,Bottom,M,Beige,4
JNE3518-KR-S,JNE3518,kurta,S,Turquoise,39
SET414-KR-NP-L,SET414,Set,L,Navy Blue,45
SET230-KR-PP-S,SET230,Set,S,Blue,35
JNE3817-KR-XXL,JNE3817,kurta,XXL,Cream,4
MEN5010-KR-XXL,MEN5010,kurta,XXL,Blue,5
J0243-DR-XXL,J0243,Ethnic Dress,XXL,OFF WHITE,8
JNE1233-BLUE-KR-031-XXXL,JNE1233,kurta,3XL,Blue,75
SET281-KR-PP-A-S,SET281,Set,S,,0
SET272-KR-PP-A-S,SET272,Set,S,,0
J0342-TP-XL,J0342,Top,XL,Blue,92
SET342-KR-NP-N-M,SET342,Set,M,,0
MEN5032-KR-XXL,MEN5032,kurta,XXL,Blue,15
SET359-KR-NP-XXL,SET359,Set,XXL,Navy Blue,13
JNE3365-KR-1052-A-XL,JNE3365,kurta,XL,,0
JNE3453-KR-L,JNE3453,kurta,L,Yellow,43
J0179-KR-L,J0179,kurta,L,Multicolor,10
JNE3400-KR-L,JNE3400,kurta,L,Brown,3
SET433-KR-NP-XXL,SET433,Set,XXL,Teal,43
J0184-KR-A-S,J0184,kurta,S,,0
JNE3734-KR-S,JNE3734,kurta,S,Sky Blue,52
NW039-TP-SR-L,NW039,Set,L,Yellow,7
PSET268-KR-NP-6XL,PSET268,Set,6XL,OFF WHITE,37
J0119-TP-L,J0119,Top,L,Mustard,52
J0117-TP-XXXL,J0117,Top,3XL,White,48
DPT041,DPT041,Dupatta,Free,,0
DPT032,DPT032,Dupatta,Free,,0
JNE3491-KR-XL,JNE3491,kurta,XL,Blue,4
JNE3898-KR-M,JNE3898,kurta,M,Sea Green,19
JNE3752-KR-L,JNE3752,kurta,L,Blue,5
SET360-KR-NP-L,SET360,Set,L,Light Pink,5
JNE3364-KR-1051-L,JNE3364,kurta,L,Light Green,158
JNE3396-KR-XL,JNE3396,kurta,XL,Brown,12
JNE3875-KR-XXL,JNE3875,kurta,XXL,Green,95
SET244-KR-NP-M,SET244,Set,M,Pink,26
NW001-TP-PJ-XL,NW001,Set,XL,Light Pink,3
JNE3661-TP-XL,JNE3661,Top,XL,Pink,5
JNE3910-KR-XS,JNE3910,kurta,XS,Navy Blue,51
JNE3614-KR-M,JNE3614,kurta,M,TEAL GREEN ,76
J0209-DR-XS,J0209,Ethnic Dress,XS,Blue,25
J0157-DR-XS,J0157,Western Dress,XS,Black,9
SET239-KR-NP-XS,SET239,Set,XS,OFF WHITE,3
SET409-KR-NP-S,SET409,Set,S,Wine,81
SET287-KR-NP-S,SET287,Set,S,Teal,162
JNE1233-BLUE-KR-031-S,JNE1233,kurta,S,Blue,61
SET376-KR-NP-S,SET376,Set,S,Dark Green,11
SET300-KR-NP-M,SET300,Set,M,CORAL,31
SET288-KR-NP-L,SET288,Set,L,Grey,5
J0338-DR-XXXL,J0338,Western Dress,3XL,Mustard,52
J0095-SET-XXL,J0095,Set,XXL,Blue,0
JNE2266-KR-490-A-XS,JNE2266,kurta,XS,,0
JNE3288-KR-XL,JNE3288,kurta,XL,Pink,19
BL057-65BLACK-A,BL057,Blouse,Free,,0
JNE3903-KR-XXL,JNE3903,kurta,XXL,Brown,32
J0391-TP-S,J0391,Top,S,Green,11
J0117-TP-XS,J0117,Top,XS,White,39
SET197-KR-NP-XXL,SET197,Set,XXL,Mustard,104
JNE3654-TP-L,JNE3654,Top,L,Blue,7
JNE2323-KR-574-XS,JNE2323,kurta,XS,,0
J0420-TP-M,J0420,Top,M,Pink,12
J0390-TP-M,J0390,Top,M,Mauve,3
J0350-SET-XL,J0350,Set,XL,Cream,3
J0198-TP-XL,J0198,Top,XL,Navy Blue,49
J0419-TP-M,J0419,Top,M,Maroon,22
SET305-KR-DPT-M,SET305,Set,M,Peach,55
SET239-KR-NP-XXL,SET239,Set,XXL,OFF WHITE,2
JNE3739-KR-S,JNE3739,kurta,S,Maroon,71
JNE1525-KR-UDF19BLACK-S,JNE1525,kurta,S,Black,775
JNE3466-KR-XXL,JNE3466,kurta,XXL,Grey,4
J0094-KR-M,J0094,kurta,M,Blue,6
SET329-KR-NP-M,SET329,Set,M,Peach,292
J0314-KR-L,J0314,kurta,L,Multicolor,5
J0006-SET-L,J0006,Ethnic Dress,L,Mustard,132
J0284-SKD-XXXL,J0284,Set,3XL,Sky Blue,3
J0122-TP-XXL,J0122,Top,XXL,White,4
SET288-KR-NP-XXL,SET288,Set,XXL,Grey,10
JNE3892-TP-XXL,JNE3892,Top,XXL,Light Pink,46
SET390-KR-NP-XXXL,SET390,Set,3XL,Light Green,60
SET414-KR-NP-XL,SET414,Set,XL,Navy Blue,27
SET366-KR-NP-L,SET366,Set,L,Pink,33
SET282-KR-PP-M,SET282,Set,M,Yellow,3
JNE3635-KR-XXXL,JNE3635,kurta,3XL,Maroon,7
JNE3756-KR-XXXL,JNE3756,kurta,3XL,Olive Green,8
MEN5027-KR-XL,MEN5027,kurta,XL,Red,25
SET402-KR-NP-XS,SET402,Set,XS,Sea Green,61
JNE3793-KR-XL,JNE3793,kurta,XL,Maroon,42
JNE3698-KR-XXL,JNE3698,kurta,XXL,White,16
JNE3860-DR-XXL,JNE3860,Western Dress,XXL,Blue,15
J0374-KR-XL,J0374,kurta,XL,Green,5
MEN5008-KR-M,MEN5008,kurta,M,Blue,3
J0429-DR-XS,J0429,Western Dress,XS,Peach,43
SET048-KR-NP-M,SET048,Set,M,Dark Green,7
JNE3399-KR-XXXL,JNE3399,kurta,3XL,Turquoise Blue,19
JNE3825-KR-XS,JNE3825,kurta,XS,Yellow,10
JNE3836-KR-XXL,JNE3836,kurta,XXL,Sea Green,25
SET339-KR-NP-S,SET339,Set,S,Maroon,8
JNE3703-KR-XXL,JNE3703,kurta,XXL,Green,5
J0010-LCD-L,J0010,Set,L,Peach,11
JNE3554-KR-S,JNE3554,kurta,S,Yellow,33
NW022-TP-PJ-XS,NW022,Set,XS,Blue,7
J0091-TP-XXXL,J0091,Top,3XL,Red,24
J0094-KR-L,J0094,kurta,L,Blue,4
SET364-KR-NP-M,SET364,Set,M,Yellow,6
JNE3761-KR-XXL,JNE3761,kurta,XXL,Olive Green,36
J0088-TP-XXL,J0088,Top,XXL,Pink,5
J0158-DR-XXL,J0158,Western Dress,XXL,White,33
JNE3891-TP-XXL,JNE3891,Top,XXL,Light Green,66
SET415-KR-NP-XXXL,SET415,Set,3XL,Green,34
JNE3881-DR-XXXL,JNE3881,Western Dress,3XL,Blue,1
JNE3603-KR-M,JNE3603,kurta,M,Wine,9
SET302-KR-PP-XXXL,SET302,Set,3XL,Sky Blue,9
SET333-KR-DPT-XL,SET333,Set,XL,Teal,4
SET393-KR-NP-M,SET393,Set,M,Blue,4
JNE3734-KR-XXL,JNE3734,kurta,XXL,Sky Blue,11
SET375-KR-NP-L,SET375,Set,L,Maroon,8
J0113-TP-XXL,J0113,Top,XXL,Blue,29
JNE3899-KR-XXL,JNE3899,kurta,XXL,Yellow,17
JNE3675-TU-XXL,JNE3675,Top,XXL,Pink,17
JNE3651-TP-N-XXL,JNE3651,Top,XXL,,0
J0336-TP-XXXL,J0336,Top,3XL,Blue,48
SET288-KR-NP-M,SET288,Set,M,Grey,6
SET405-KR-NP-XS,SET405,Set,XS,Red,22
SET278-KR-NP-M,SET278,Set,M,Orange,4
SET291-KR-PP-XS,SET291,Set,XS,Teal,6
JNE3404-KR-M,JNE3404,kurta,M,Wine,64
MEN5022-KR-S,MEN5022,kurta,S,Green,12
MEN5024-KR-S,MEN5024,kurta,S,Blue,10
JNE3741-KR-S,JNE3741,kurta,S,TEAL GREEN ,143
J0081-DR-XL,J0081,Western Dress,XL,Black,4
JNE3638-KR-M,JNE3638,kurta,M,Orange,72
NW001-TP-PJ-L,NW001,Set,L,Light Pink,4
PJNE3421-KR-N-6XL,PJNE3421,kurta,6XL,,0
JNE3860-DR-S,JNE3860,Western Dress,S,Blue,47
JNE3601-KR-S,JNE3601,kurta,S,Light Green,56
JNE3396-KR-XXXL,JNE3396,kurta,3XL,Brown,43
SET389-KR-NP-S,SET389,Set,S,White,32
AN204-PURPLE-L,AN204,Bottom,L,Purple,10
MEN5025-KR-XXXL,MEN5025,kurta,3XL,Blue,4
JNE3909-KR-M,JNE3909,kurta,M,Dark Blue,62
SET436-KR-NP-XXXL,SET436,Set,3XL,Pink,7
JNE3708-TU-XS,JNE3708,Top,XS,White,24
JNE1998-KR-311-M,JNE1998,kurta,M,Multicolor,8
J0007-SKD-XL,J0007,Set,XL,Red,13
J0304-TP-XL,J0304,Top,XL,Yellow,2
JNE3758-KR-S,JNE3758,kurta,S,Maroon,44
JNE3484-KR-L,JNE3484,kurta,L,Olive,6
JNE3905-DR-XS,JNE3905,Western Dress,XS,OFF WHITE,12
SET385-KR-NP-XXL,SET385,Set,XXL,Sky Blue,8
JNE3799-KR-S,JNE3799,kurta,S,Wine,41
JNE1998-KR-311-XXL,JNE1998,kurta,XXL,Multicolor,5
SET220-KR-PP-L,SET220,Set,L,White,2
JNE3838-KR-S,JNE3838,kurta,S,Black,41
SET279-LC-XXL,SET279,Set,XXL,Teal,31
SET285-KR-SHA-XS,SET285,Set,XS,Teal,19
NW012-TP-PJ-XL,NW012,Set,XL,Green,4
AN205-YELLOW-XL,AN205,Bottom,XL,Yellow,7
AN206-GREEN-XL,AN206,Bottom,XL,Green,15
AN212-WHITE-XL,AN212,Bottom,XL,White,21
AN201-RED-XL,AN201,Bottom,XL,Red,6
SET376-KR-NP-XXXL,SET376,Set,3XL,Dark Green,30
JNE3554-KR-XXL,JNE3554,kurta,XXL,Yellow,40
JNE3738-KR-XXL,JNE3738,kurta,XXL,Green,5
JNE3836-KR-M,JNE3836,kurta,M,Sea Green,47
JNE3703-KR-L,JNE3703,kurta,L,Green,3
J0292-TP-S,J0292,Top,S,OFF WHITE,3
JNE2171-KR-437-XXL,JNE2171,kurta,XXL,White,1
J0347-SET-XS,J0347,Set,XS,Black,3
JNE3506-KR-S,JNE3506,kurta,S,Peach,24
JNE3817-KR-XL,JNE3817,kurta,XL,Cream,4
JNE3606-KR-XXXL,JNE3606,kurta,3XL,Beige,4
J0164-DR-XXL,J0164,Ethnic Dress,XXL,Orange,4
J0004-SKD-XXXL,J0004,Set,3XL,Grey,33
SET285-KR-SHA-S,SET285,Set,S,Teal,5
J0336-TP-M,J0336,Top,M,Blue,41
SET383-KR-NP-M,SET383,Set,M,Light Green,3
JNE3674-TU-XXL,JNE3674,Top,XXL,Black,38
JNE3881-DR-XL,JNE3881,Western Dress,XL,Blue,0
JNE3905-DR-XXL,JNE3905,Western Dress,XXL,OFF WHITE,2
J0338-DR-S,J0338,Western Dress,S,Mustard,245
JNE3782-KR-L,JNE3782,kurta,L,Green,135
J0337-TP-L,J0337,Top,L,Mustard,60
JNE3366-KR-1053-XL,JNE3366,kurta,XL,Peach,243
JNE3396-KR-L,JNE3396,kurta,L,Brown,60
MEN5022-KR-XXL,MEN5022,kurta,XXL,Green,27
J0353-KR-XL,J0353,kurta,XL,Peach,35
JNE3892-TP-XL,JNE3892,Top,XL,Light Pink,32
JNE3671-TU-XL,JNE3671,Top,XL,Pink,14
JNE3548-KR-XXL,JNE3548,kurta,XXL,Dark Blue,112
BTM038-PP-XXXL,BTM038,Bottom,3XL,Black,1
JNE3440-KR-N-L,JNE3440,kurta,L,,0
JNE3732-KR-XXXL,JNE3732,kurta,3XL,Black,42
J0198-TP-XXXL,J0198,Top,3XL,Navy Blue,5
SET156-KR-NP-M,SET156,Set,M,Yellow,9
BTM032-NP-S,BTM032,Bottom,S,Pink,2
SET044-KR-NP-XL,SET044,Set,XL,Mustard,1
JNE3896-KR-XXXL,JNE3896,kurta,3XL,Wine,7
J0434-DR-L,J0434,Western Dress,L,White,45
JNE3501-KR-L,JNE3501,kurta,L,Pink,5
PJNE1906-KR-N-5XL,PJNE1906,kurta,5XL,,0
SET396-KR-PP-XXXL,SET396,Set,3XL,White,14
JNE3886-KR-XXL,JNE3886,kurta,XXL,Red,68
SET281-KR-PP-XL,SET281,Set,XL,Green,3
JNE3603-KR-L,JNE3603,kurta,L,Wine,8
JNE3376-KR-XL,JNE3376,kurta,XL,Mustard,33
J0208-DR-XXL,J0208,Western Dress,XXL,Peach,3
JNE3639-TP-N-XS,JNE3639,Top,XS,,0
SET131-KR-NP-L,SET131,Set,L,Blue,5
MEN5008-KR-XL,MEN5008,kurta,XL,Blue,32
NW004-TP-PJ-L,NW004,Set,L,Navy Blue,40
SET100-KR-PP-XXXL,SET100,Set,3XL,Light Green,0
SET200-KR-NP-A-XXXL,SET200,Set,3XL,,0
SET224-KR-NP-XS,SET224,Set,XS,Rust,6
J0390-TP-XS,J0390,Top,XS,Mauve,30
JNE3888-KR-M,JNE3888,kurta,M,Multicolor,35
JNE3785-KR-XS,JNE3785,kurta,XS,CORAL ,45
NW024-TP-PJ-S,NW024,Set,S,Blue,8
NW005-ST-PJ-S,NW005,Set,S,White,31
J0413-DR-L,J0413,Western Dress,L,MINT GREEN,0
NW009-ST-CP-M,NW009,Set,M,Turquoise,7
BTM041-PP-XXXL,BTM041,Bottom,3XL,Grey,7
SET271-KR-NP-XXL,SET271,Set,XXL,Green,2
SET388-KR-NP-S,SET388,Set,S,White,0
JNE3785-KR-XXL,JNE3785,kurta,XXL,CORAL ,5
J0373-KR-XL,J0373,kurta,XL,Orange,3
JNE3391-KR-S,JNE3391,kurta,S,Pink,6
JNE3910-KR-S,JNE3910,kurta,S,Navy Blue,52
PJNE3607-KR-4XL,PJNE3607,kurta,4XL,Maroon,7
JNE3421-KR-N-M,JNE3421,kurta,M,,0
SET403-KR-NP-XXXL,SET403,Set,3XL,Green,43
JNE3800-KR-XXXL,JNE3800,Western Dress,3XL,Mustard,93
JNE3568-KR-XXXL,JNE3568,kurta,3XL,Yellow,28
SET401-KR-NP-XL,SET401,Set,XL,Black,2
MEN5018-KR-L,MEN5018,kurta,L,Blue,12
MEN5018-KR-XL,MEN5018,kurta,XL,Blue,23
J0372-SKD-XS,J0372,Set,XS,Mustard,26
JNE3787-KR-M,JNE3787,kurta,M,Blue,2
J0389-TP-XS,J0389,Top,XS,Teal,37
SET230-KR-PP-XXXL,SET230,Set,3XL,Blue,10
J0089-TP-XXL,J0089,Top,XXL,Pink,4
JNE3399-KR-M,JNE3399,kurta,M,Turquoise Blue,230
SET355-KR-PP-XXXL,SET355,Set,3XL,Light Green,12
JNE3384-KR-XS,JNE3384,kurta,XS,Turquoise Blue,8
NW014-ST-SR-L,NW014,Set,L,Blue,8
JNE3906-KR-XXXL,JNE3906,kurta,3XL,Navy Blue,56
J0296-DR-XS,J0296,Western Dress,XS,OFF WHITE,6
JNE3543-KR-S,JNE3543,kurta,S,Cream,5
JNE3761-KR-M,JNE3761,kurta,M,Olive Green,138
SET247-KR-SHA-L,SET247,Set,L,Teal,5
JNE3721-KR-XL,JNE3721,kurta,XL,Magenta,2
MEN5025-KR-XXL,MEN5025,kurta,XXL,Blue,4
J0397-DR-XXXL,J0397,Western Dress,3XL,Red,3
SET342-KR-NP-N-S,SET342,Set,S,,0
JNE3506-KR-XL,JNE3506,kurta,XL,Peach,18
SET271-KR-NP-XL,SET271,Set,XL,Green,5
SET183-KR-DH-XL,SET183,Set,XL,Olive Green,116
JNE3279-KR-A-XS,JNE3279,kurta,XS,,0
JNE3629-KR-XS,JNE3629,kurta,XS,Green,21
JNE3461-KR-M,JNE3461,kurta,M,Teal,5
JNE3611-KR-M,JNE3611,kurta,M,Black,217
JNE3261-KR-XS,JNE3261,kurta,XS,Peach,5
JNE3864-TU-XS,JNE3864,Top,XS,Blue,59
JNE3522-KR-M,JNE3522,kurta,M,Peach,29
J0239-SKD-M,J0239,Set,M,OFF WHITE,14
JNE3910-KR-M,JNE3910,kurta,M,Navy Blue,66
SET402-KR-NP-XXL,SET402,Set,XXL,Sea Green,10
J0234-SKD-S,J0234,Set,S,Mustard,6
J0333-DR-L,J0333,Western Dress,L,Blue,28
NW034-TP-PJ-XXL,NW034,Set,XXL,Peach,6
SET132-KR-NP-S,SET132,Set,S,Light Green,38
SET326-KR-PP-XL,SET326,Set,XL,Beige,13
JNE3376-KR-M,JNE3376,kurta,M,Mustard,39
PJNE2014-KR-N-5XL,PJNE2014,kurta,5XL,,0
J0208-DR-S,J0208,Western Dress,S,Peach,9
J0429-DR-S,J0429,Western Dress,S,Peach,66
JNE3633-KR-XL,JNE3633,kurta,XL,Green,27
JNE3863-TU-S,JNE3863,Top,S,Light Blue,19
JNE3885-KR-XXL,JNE3885,kurta,XXL,Cream,60
SET397-KR-NP-S,SET397,Set,S,TEAL BLUE ,3
J0034-SET-M,J0034,Set,M,LEMON,47
JNE3437-KR-XXL,JNE3437,kurta,XXL,Mustard,59
SET289-KR-NP-L,SET289,Set,L,Maroon,14
JNE3160-KR-G-XL,JNE3160,kurta,XL,,0
JNE3714-KR-S,JNE3714,kurta,S,TEAL GREEN ,10
SET376-KR-NP-M,SET376,Set,M,Dark Green,10
SET058-KR-NP-XXL,SET058,Set,XXL,Teal,33
MEN5029-KR-L,MEN5029,kurta,L,Blue,24
JNE3265-KR-XL,JNE3265,kurta,XL,Light Green,4
J0158-DR-S,J0158,Western Dress,S,White,30
J0243-DR-XL,J0243,Ethnic Dress,XL,OFF WHITE,4
NW016-ST-SR-XS,NW016,Set,XS,White,5
JNE3636-KR-XL,JNE3636,kurta,XL,Maroon,61
SET324-KR-NP-XXXL,SET324,Set,3XL,Peach,8
JNE3160-KR-G-XXL,JNE3160,kurta,XXL,,0
J0176-TP-XXL,J0176,Top,XXL,Green,7
SET341-KR-NP-S,SET341,Set,S,Multicolor,25
JNE3893-TP-M,JNE3893,Top,M,Yellow,56
JNE3606-KR-XXL,JNE3606,kurta,XXL,Beige,15
JNE3506-KR-XXL,JNE3506,kurta,XXL,Peach,3
JNE3760-KR-S,JNE3760,kurta,S,Teal,55
SET192-KR-NP-XS,SET192,Set,XS,Teal,25
J0301-TP-XS,J0301,Top,XS,Red,95
J0401-DR-XL,J0401,Western Dress,XL,Yellow,2
JNE3779-KR-L,JNE3779,kurta,L,Teal,15
JNE3482-KR-S,JNE3482,kurta,S,Powder Blue,22
NW008-ST-CP-XXL,NW008,Set,XXL,OFF WHITE,43
JNE3291-KR-XXL,JNE3291,kurta,XXL,Light Green,131
JNE3689-TU-XL,JNE3689,Top,XL,Navy Blue,17
J0124-TP-XXXL,J0124,Top,3XL,Cream,76
JNE3779-KR-XXL,JNE3779,kurta,XXL,Teal,27
JNE3748-KR-XXL,JNE3748,kurta,XXL,Blue,33
J0212-DR-M,J0212,Ethnic Dress,M,Green,22
SET183-KR-DH-XXXL,SET183,Set,3XL,Olive Green,26
JNE3463-KR-XXXL,JNE3463,kurta,3XL,Light Green,154
JNE3454-KR-M,JNE3454,kurta,M,Peach,52
SET154-KR-NP-XL,SET154,Set,XL,Blue,19
JNE3665-TP-L,JNE3665,Top,L,Grey,43
JNE3890-TP-M,JNE3890,Top,M,Cream,60
NW030-TP-PJ-XXL,NW030,Set,XXL,Light Pink,3
SET055-KR-NP-L,SET055,Set,L,Pink,11
SET393-KR-NP-XXXL,SET393,Set,3XL,Blue,4
J0381-SKD-L,J0381,Set,L,Gold,47
JNE3383-KR-A-XXL,JNE3383,kurta,XXL,,0
SET217-KR-PP-M,SET217,Set,M,Sea Green,7
MEN5001-KR-M,MEN5001,kurta,M,Blue,38
J0220-BL-XL,J0220,Blouse,XL,Maroon,28
J0399-DR-S,J0399,Western Dress,S,Rust,3
SET184-KR-PP-XXL,SET184,Set,XXL,Teal,2
J0277-SKD-M,J0277,Set,M,Gold,31
SET335-KR-NP-XXXL,SET335,Set,3XL,Black,49
J0345-SET-XXL,J0345,Set,XXL,Cream,25
SET291-KR-PP-XL,SET291,Set,XL,Teal,3
J0277-SKD-S,J0277,Set,S,Gold,78
J0162-SKD-S,J0162,Set,S,Mustard,46
JNE3885-KR-XL,JNE3885,kurta,XL,Cream,41
SET194-KR-NP-XL,SET194,Set,XL,Mustard,27
JNE3618-KR-XXXL,JNE3618,kurta,3XL,Teal,13
J0241-SKD-XS,J0241,Set,XS,OFF WHITE,50
SET403-KR-NP-L,SET403,Set,L,Green,44
JNE3470-KR-L,JNE3470,kurta,L,Peach,33
JNE3790-KR-XL,JNE3790,kurta,XL,Navy Blue,12
SAR070,SAR070,Saree,Free,Blue,30
SET305-KR-DPT-XS,SET305,Set,XS,Peach,39
SET334-KR-NP-XS,SET334,Set,XS,Grey,11
JNE3674-TU-L,JNE3674,Top,L,Black,29
JNE3730-KR-L,JNE3730,kurta,L,Olive,11
J0151-KR-A-XL,J0151,kurta,XL,,0
J0196-TP-L,J0196,Top,L,Green,1
PJNE2199-KR-N-5XL,PJNE2199,kurta,5XL,,0
JNE3794-KR-XL,JNE3794,kurta,XL,Peach,104
JNE3437-KR-M,JNE3437,kurta,M,Mustard,47
NW038-ST-SR-XXL,NW038,Set,XXL,Blue,9
SET087-KR-PP-XXL,SET087,Set,XXL,Grey,9
SET293-KR-NP-XS,SET293,Set,XS,Blue,5
JNE3676-TU-XL,JNE3676,Top,XL,Red,43
SET252-KR-PP-XL,SET252,Set,XL,Yellow,55
JNE3522-KR-XL,JNE3522,kurta,XL,Peach,11
JNE3384-KR-S,JNE3384,kurta,S,Turquoise Blue,17
SET363-KR-NP-XS,SET363,Set,XS,Pink,7
SET339-KR-NP-XL,SET339,Set,XL,Maroon,5
NW013-ST-SR-XXL,NW013,Set,XXL,Turquoise,18
J0416-DR-XL,J0416,Western Dress,XL,Pink,13
SET276-KR-PP-XXL,SET276,Set,XXL,Blue,45
SET266-KR-NP-XXXL,SET266,Set,3XL,Black,53
JNE3458-KR-XS,JNE3458,kurta,XS,Brown,53
JNE3833-KR-L,JNE3833,kurta,L,Blue,45
JNE3620-KR-XL,JNE3620,kurta,XL,Magenta,20
J0147-SET-XXXL,J0147,Set,3XL,Teal,15
J0205-TP-XXL,J0205,Top,XXL,Peach,6
SET300-KR-NP-XL,SET300,Set,XL,CORAL,34
J0013-SKD-XXL,J0013,Set,XXL,Light Green,5
J0373-KR-XXXL,J0373,kurta,3XL,Orange,8
JNE3619-KR-S,JNE3619,kurta,S,Black,24
JNE3611-KR-XS,JNE3611,kurta,XS,Black,260
J0241-SKD-XXXL,J0241,Set,3XL,OFF WHITE,51
SET277-KR-NP-M,SET277,Set,M,Turquoise,4
JNE3423-KR-A-XL,JNE3423,kurta,XL,,0
JNE3565-KR-XS,JNE3565,kurta,XS,Brown,16
JNE3686-TU-M,JNE3686,Top,M,White,2
SET396-KR-PP-XS,SET396,Set,XS,White,59
SET341-KR-NP-L,SET341,Set,L,Multicolor,5
J0391-TP-L,J0391,Top,L,Green,1
SET353-KR-NP-S,SET353,Set,S,Pink,42
SET319-KR-NP-XL,SET319,Set,XL,Pink,8
SET330-KR-PP-L,SET330,Set,L,Green,2
SET286-KR-NP-L,SET286,Set,L,Maroon,27
J0420-TP-S,J0420,Top,S,Pink,23
JNE3364-KR-1051-A-XL,JNE3364,kurta,XL,,0
SET316-KR-DPT-L,SET316,Set,L,Navy Blue,93
JNE3869-DR-M,JNE3869,Western Dress,M,Pink,3
J0419-TP-XS,J0419,Top,XS,Maroon,21
